Actual,Predicted
0.0612559020044543,0.411091016090028
-0.0245140311804009,0.0285072241372023
0.402584187082405,0.0278613097010178
-0.164564476614699,-0.169924680033039
-0.346876614699332,-0.280076159139482
0.659051224944321,0.562070776839835
-0.205787305122494,-0.260963266642152
-0.29350991091314,-0.158532903843386
0.309893429844098,0.29352570953439
0.0263229398663697,0.323137984792921
0.317230289532294,0.373941140146502
0.330336414253898,0.354722335284369
0.421648329621381,0.221239097176018
-0.155672383073497,-0.14931776470737
0.424693763919822,0.400104860805442
-0.329105902004454,0.0188251191731639
0.108781391982183,0.04818016471914
0.455055679287305,0.405613622538393
0.566949443207127,0.51216494793211
-0.2974285077951,0.0265157323421973
0.396989643652561,0.387718838473148
-0.343929064587973,-0.173327971520129
0.0605283964365256,-0.292817610867496
-0.190277171492205,0.0386890915272167
0.0901448775055679,-0.100745471983044
0.691327394209354,0.510026285618747
-0.382221380846325,-0.334215469197369
-0.144198775055679,-0.100437906679473
0.401615478841871,0.11260040714885
0.383745100222717,0.00848230392664923
-0.321328396436526,0.278245741413538
0.569184075723831,0.360052305875609
0.338953897550111,0.200147690445582
-0.0141639198218263,0.263036919491534
-0.151544097995546,-0.200820588976455
-0.188943318485523,0.123946267561781
0.23615434298441,0.260023534187706
-0.382013363028953,-0.212840075093654
0.370075723830735,0.377167762971026
-0.455097995545657,-0.445746063462475
0.0210623608017817,0.031537355983854
0.00518603563474387,0.40447427500025
-0.0840775055679287,-0.160560575360054
0.560339977728285,0.484088123985267
-0.284818040089087,0.0259266323438236
0.567679844097996,0.0551232807907441
0.0406057906458797,0.135751562094204
-0.193118040089087,-0.1473400769624
0.271760913140312,0.18106669309559
0.653863028953229,0.534568931608379
0.32682706013363,0.182350013989193
-0.0543247216035635,-0.0426862342764512
0.426192650334076,0.442438707329172
0.271065367483296,0.102724437395102
0.08361714922049,0.0841003449994065
0.106807349665924,0.0977201616360265
0.269306792873051,0.198071172265176
-0.322768040089087,-0.293016740954048
0.350108129175947,0.264084024910318
0.48737271714922,-0.0909480785167714
-0.182064810690423,-0.2726633562242
-0.193751670378619,-0.198852921939652
0.00714031180400891,0.0525522740563113
0.109545768374165,0.101451049035014
-0.18190723830735,-0.0636396380333219
0.154311915367483,0.108028516970359
-0.456028953229399,-0.419395028999823
-0.135955567928731,0.0458100570419293
0.0376893095768374,-0.20377289468016
0.344052561247216,-0.0536428657757176
0.24200289532294,0.326068365089208
-0.189334075723831,-0.146752291889601
0.363380957683742,0.132508151505937
-0.279843986636971,-0.21291384835492
0.358767817371938,0.365483069402726
0.0813109131403118,0.0647457458743987
0.397672160356347,0.300666471810613
0.247573608017817,0.246342917387816
-0.394358574610245,-0.301911010909004
-0.0776915367483296,0.331143034276396
0.271524721603563,0.15997335805114
0.00855946547884187,0.00164299346615875
0.332571937639198,0.352692986539179
-0.396481069042316,-0.354548647568676
0.670138084632517,0.564479566310528
0.0690300668151448,0.086553855693189
-0.269952004454343,-0.291384473200049
-0.0844673719376392,-0.225243950567089
0.33155,0.45102363667558
-0.00857951002227171,0.0287538737265008
-0.266704788418708,-0.305264848619892
0.0440727171492205,-0.126012135318525
0.51765434298441,0.535196012606699
0.272900668151448,0.388032658276386
0.160846325167038,0.133250647408785
0.322949331848552,0.304991637612233
-0.280301336302895,-0.251345962399922
0.454444320712695,0.293404403122734
0.352136971046771,0.477584888631538
0.315445991091314,0.237653998850028
0.514694432071269,0.486728578022747
