Song_ID,Average
2,-0.2155107
3,-0.261496575409836
4,0.155209623333333
5,0.140159578333333
7,0.332454654833333
8,-0.00210388333333333
10,0.0430413425
12,0.341732885166667
13,-0.227260661666667
17,0.170612816166667
18,-0.0389528165
19,-0.00797441266666666
20,0.337703811633333
21,0.33112627
22,0.0148635852459016
24,-0.0642875775
25,-0.224264538333333
31,-0.180511351
32,-0.170843830166667
35,0.382602573333333
37,0.264396293166667
39,0.160837281166667
40,0.07284366155
41,-0.084466682
42,0.00322486333333333
43,-0.162938518333333
44,-0.134331739883333
45,-0.51953465
46,-0.214605380833333
47,0.00532461883333333
48,0.06020623385
49,0.1674245365
50,0.00847450716666667
51,-0.125251664666667
52,0.0752970611666667
53,-0.0394335583166667
54,-0.228799708666667
55,0.131252528
56,0.144697720333333
58,-0.124381646333333
59,-0.123854561666667
60,0.223166771666667
62,-0.196667899333333
64,0.00946444466666667
65,0.1327310225
67,0.303414566666667
68,0.0400266116666667
69,-0.19779846305
70,-0.221442952666667
71,-0.0682022759
72,0.192568748666667
73,0.166548746666667
74,-0.0775380590833334
76,-0.325254086833333
77,-0.350494071666667
78,-0.237265385166667
79,0.180665733166667
80,0.156823501666667
81,-0.140781875
82,-0.306839197333333
83,0.177875893333333
84,0.0325140415
85,0.298769083333333
86,0.27805686
87,-0.38111068825
88,0.160397577533333
89,-0.151625408
90,-0.0272413788333333
91,-0.0533544185
92,-0.02754694795
93,0.282010554166667
95,0.00897528833333333
96,0.302671053333333
98,-0.471019625
99,-0.0627536848333333
101,-0.330005963333333
102,0.127419752333333
103,-0.215939362
104,-0.383594886666667
105,0.0885252225
106,-0.209003153666667
107,-0.0913113906666667
108,-0.1260224435
109,0.0206920816666667
110,-0.362308518716667
111,0.0102625621666667
112,0.280286949333333
113,-0.123326365333333
114,0.2628543262
115,0.534416196
116,-0.1785957275
117,0.151426028766667
118,-0.00178335283333333
119,-0.199364100166667
120,-0.0828311346166667
121,-0.0769743181666667
122,-0.023281359
123,0.290861267216667
124,-0.386238856666667
125,-0.132393465
126,0.325636328333333
127,0.129757935666667
128,-0.231513647333333
129,0.294053562
130,-0.03070810535
131,-0.0280918948833333
133,-0.593149143333333
134,0.160223459166667
135,-0.290412572166667
136,0.292933829066667
137,0.216781485833333
138,-0.430670685
140,-0.103129811666667
142,0.140205056833333
143,0.0195126241666667
144,0.00531782333333334
145,0.0839277188333333
146,-0.222996518333333
148,0.00906147333333334
149,-0.327540413333333
150,0.038048058
151,-0.0659039185
152,-0.0212083922833333
153,0.0399753888333333
154,-0.096398861
155,0.108450562333333
156,0.379438044666667
157,0.3065266325
158,-0.244370643066667
159,-0.327591868966667
160,-0.251705856333333
161,-0.300543106833333
162,-0.018891387
163,-0.143535789
164,-0.369360665
166,-0.125115055
167,-0.200935803333333
168,-0.211836026666667
169,-0.39170670645
170,-0.171957375916667
171,-0.185794326166667
172,-0.0165039625
173,-0.468645516166666
174,-0.307779976666667
175,0.0529609985
176,-0.264115412666667
177,0.146110822883333
178,-0.132401427833333
179,0.272099404166667
180,0.241459568333333
181,-0.448293983333333
182,-0.19683294445
184,-0.155150127
185,-0.176131168833333
186,-0.182694307333333
187,-0.250724094833333
188,-0.201807038333333
189,0.355192777666667
190,-0.288456815
191,0.316622448333333
192,0.250505108333333
193,-0.394612036666667
194,-0.101627407
195,-0.354820771666667
196,-0.0463950733333333
197,-0.361531116666667
198,-0.341698564
199,0.0734958566666667
201,0.194129599333333
202,-0.00284205728333333
203,0.0800447166666667
204,-0.443119018333333
205,-0.0963768466666666
206,-0.297642651166667
207,0.0805333696666667
208,0.254989953666667
209,-0.096031582
210,0.296063149666667
211,0.0699011251666667
212,0.183972985866667
213,-0.522007217
214,-0.0790216538333333
215,-0.421598211666667
